,0,1,2,3,4,5,6,7,8
0,-0.36991139180918725,-0.5760192338320236,-0.651937116262992,-0.20528414262762656,0.03284494977172422,0.0022645318628384766,-0.03868017704364116,-0.27753031938004835,0.0092906197106818
1,-0.33916374764476726,-0.6887068460593452,-0.7550583582369637,0.0076592845405939495,0.5000827204789094,-0.24698381483810877,0.1381446173957179,-0.037198421350875525,-0.07377318833054892
2,-0.36491684018304454,-0.3693006919349078,-0.6783674274391164,-0.36928560333048327,-0.10882471971169054,-0.01223425022220588,-0.23180755375635773,-0.14258343835243795,-0.029817719283007926
3,-0.3949315589486784,-0.42162783006340465,-0.6397711894759883,-0.3387764148216829,-0.11749497513327889,-0.018904164309108153,-0.179006345780619,-0.0994777696658467,-0.021641303164372464
4,-0.24845856371179298,-0.3007130944703664,-0.8152549308651261,-0.2923836016194263,0.057304741048428635,0.06140588279658695,-0.3466731179108249,-0.1717449858332106,-0.04954563053302789
5,-0.17257831367333554,-0.19137730537133646,-0.9010904893730299,-0.2778369503644294,0.19104324460403374,0.33991787694136294,-0.5651028187574009,-0.16402636242942542,-0.062021589182233106
6,-0.19248529233289188,-0.6379721917629884,0.05699505981635112,-0.3978743728396014,-0.0792663105302266,-0.09523966411294398,-0.1683528676071658,0.12175291199550656,0.2396251216586084
7,-0.2117707039524106,-0.8888841424631393,-0.028659461992829257,-0.08629319288425331,0.4441404065732154,-0.27655789351960797,0.14396888327968108,0.27537563865661235,0.14164160687176258
8,-0.21012348952734214,-0.6098287404995242,0.044194924503463136,-0.420511451507552,-0.1585968082088444,-0.03610030202002231,-0.1665505993768806,0.08444724096329498,0.21830736971518236
9,0.011359001389730125,-0.571415572076375,-0.3708295298929304,-0.09933012008460669,0.415317189236805,-0.2416527647105998,0.0846719757991003,0.10366196002100715,-0.05268413530057404
10,-0.0378566173027436,-0.23590656995853032,-0.8721725276990709,-0.20153927265139365,0.05572609487088857,-0.06184709616844214,-0.06521846172610843,-0.1589183190360881,-0.0013246569479153474
11,-0.09392255666033762,-0.36787200662979824,-0.8056615967031111,-0.15280871621901781,0.12177563681702462,-0.019647300409857574,0.05487604702183132,-0.2009221677580923,0.023274686618369168
12,0.16229601279753153,-0.31106528204068945,-0.2242309995631171,-0.3982016768912151,-0.013659567836234838,-0.025838947246215084,-0.20339338739322607,-0.06924735220043837,0.014794176325941644
13,-0.030034553943999034,-0.6246367344587842,0.14649617814195942,-0.36062462211237567,-0.10513107956386576,0.007407347251875012,-0.045157695341570374,0.0013403433204752953,0.1674523660676766
14,0.046929913522250226,-1.0318556267140386,0.0977848264434417,0.10835889242215895,0.6876618855901924,-0.2380238625270996,0.49917228174314565,0.10646383162433855,0.07411899834195443
15,0.14808206344114427,0.06705183840150078,-0.9926284950705478,-0.3244834915409378,-0.0984548012848958,0.019870713502915256,-0.16793183894312802,-0.13125977095048183,0.020425579529454656
16,0.45525352070246344,-0.02452799544827152,-0.2681205820364865,-0.44523927823845005,0.004070908206598142,-0.2522123164138834,-0.4589861507151791,0.20135727884992533,0.006229456958369332
17,0.4693617123267604,0.087343885212955,-0.5150564412987229,-0.35450707490494804,-0.050232941637976564,0.03781083013839555,-0.273518574187809,0.3070746970481954,0.13575625741736427
18,0.28587910678578876,-0.6638946844012911,0.2601904705253013,-0.06958621758902943,-0.10733936012722761,-0.05048393069475771,-0.09903557169611595,-0.08812064104121753,0.21688450211456897
19,0.4054432599439901,0.01786556036017158,-0.49039597988468475,-0.33312522810410355,-0.1682799661150974,0.008190955936308796,-0.04644799874104147,0.20931907873227004,0.12775140097588514
20,0.5070791622331947,-0.37385960730704215,-0.15788005711984607,-0.2052355889408192,0.37029452198332957,-0.11090022794291027,0.014054201342561787,-0.09304650466877543,-0.02864738725833336
21,0.3715432433288076,-0.3044593846981031,-0.9559851181761612,0.6654580363864357,-0.07796356542200994,0.08412677734956166,0.14330766904165226,-0.07458266615099333,0.03503628649138446
22,0.8088683310624183,-0.21973428124307617,-0.13078581627579428,0.16671528393330073,-0.08763671678480213,-0.18320263613192314,-0.31119746845367274,-0.16329329631739475,-0.15347729283042078
23,0.7717645643422685,-0.24147794033053613,-0.45385031557082983,0.5967509125932141,-0.19105525649160912,-0.2519055772083046,-0.3506348498451516,-0.008891920110454624,0.020353912384629042
24,0.5020130024526127,-0.4486606782939238,0.47587266680441714,-0.4196339779232803,-0.09677751192523416,0.07628293742540841,0.008243272023407773,-0.06974288000979695,0.0959029567885856
25,0.637680540847023,-0.6644498940779443,0.4578300469840747,0.2740903279856764,-0.22933373217392275,-0.05076783582125526,-0.01074512789840848,-0.15012945975727607,0.03957015898200477
26,0.9977022651281743,0.1804850648151148,-0.2218666400820233,-0.37484256244971503,0.040087913253193115,-0.05215346545038685,-0.15299021091333462,0.021835783495398463,-0.056513392284001096
27,0.7960134208965519,-0.5719633115857659,0.5411358851767376,0.27315285615793905,-0.24978651756912376,-0.15407251986930198,-0.16754036224551383,-0.029515490679582375,0.04656093902052467
28,1.2937125059562289,0.07495813211191908,-0.3160958699710705,0.6242669010608564,-0.0426992267958419,0.4627707416861527,-0.25038233154891726,0.3180355361961605,-0.022317524407444854
29,1.3511349800289647,0.1384551851971958,0.04655643803719417,-0.16280295198092354,0.013473835776352186,-0.031025396486795725,0.003317658618252924,-0.006285125191833312,-0.09115863252163871
30,1.514551039969746,0.11304041433163332,-0.07430583542266214,0.48424892394148267,-0.33243278005301796,-0.11323290029627789,-0.11250683363232061,0.07440237468169893,-0.11205477086449116
31,0.9619523067037252,-0.3317491071541167,0.6792592654236725,-0.15918116161338844,-0.2096052955007684,-0.09298730000291926,-0.1460553138581423,0.014039521429425411,0.06006713114319307
32,0.8112078347804855,-0.4553372993500491,0.632754748874537,-0.3015779048513765,-0.01093054152703213,0.07886370671118467,0.19254247238930391,-0.14710336922800793,0.026073160786580136
33,1.275358614374209,0.43138880572601246,-0.32839843727363155,-0.32565271324772577,-0.10256869795241834,0.05032589268639346,0.07887006692373282,0.29590457232698003,0.023237886433571525
34,0.7768389954483821,-0.536436700791703,0.6133325571007142,-0.1789468641189095,0.061692057745214746,0.05064644095092598,0.23286370912035964,-0.14272838677865707,-0.013473301015711238
35,1.5702862657286365,0.2542689875798446,-0.3048791660995665,0.603048632406376,-0.4561564998807794,-0.050627298416490496,-0.00030561640875189185,0.17810279334741866,-0.12735476723808023
36,0.8227563472148056,-0.5237244300420482,0.6218725202514539,0.0003622219376240971,-0.17151664408716483,0.020202877169319348,0.09204950560211024,-0.14879699611806,-0.02228194324294048
37,1.2826510759424599,0.08218556084674401,0.07545351648211038,-0.14447738142124275,-0.009263934125773915,-0.028211788961931463,0.045723618010123465,0.025893056116490374,-0.09906524529302428
38,1.0237800405075042,0.25148063373606566,-0.31037951564899485,-0.3719838694606995,-0.0062103671388287355,-0.011261781139306534,-0.12740597725936667,0.0951088742498541,0.033062760288638963
39,0.9482032937148362,-0.136566988226375,0.18466676571059343,-0.3380616002026173,0.0840241327967147,0.09055917555887628,0.04699722577565088,-0.2647406740249725,-0.20531455357495212
40,1.1193344081654528,-0.2569231559733795,0.09008936608344241,0.5611774883692217,-0.5132816688081757,0.20529796148846344,0.45748267305466706,0.10075123671024726,0.03470381639595399
41,0.7150903505736151,-0.5812520502381642,0.5937645568155626,0.10306345952296928,0.07083094675672932,0.6109074256280749,-0.15799035571995526,-0.06538927106792108,0.030289836392485264
42,1.0073547234442486,0.2537042528218439,-0.39106077720197635,-0.21330564834682253,-0.20054160313415775,0.15205120054809224,0.31523713601640313,0.37797017542778566,0.16341702735945934
43,-1.0495927649391708,-0.4251777762130781,-0.025363698005578167,-0.21555074822674872,-0.2513102237643235,0.07389345658361765,0.06122050019424145,-0.007427389408521703,-0.06536576813607567
44,-1.0445404789279964,-0.5989971984897788,-0.03872917435797068,0.20396102325904994,0.0545230685425285,-0.0964301810534935,0.26725419268707173,0.02699188808051968,-0.15188089525355575
45,-1.1127648681886766,-0.3184222834824301,0.027285910420102817,-0.16431214313094905,-0.22725687429502714,0.05312940496607248,0.08201256193255732,0.012253753388515629,-0.15676274122244677
46,-0.6990624363553464,0.2746776528925143,-0.3665639522493214,0.013072330100067876,0.034578690394503134,-0.2195120737895573,-0.15154594330365445,0.01459813448790514,-0.2601632624756876
47,-0.6024545254687488,0.14563686389909658,-0.4036027865653118,-0.10303601137023893,0.009591748901912937,-0.11923252950335199,-0.0956731355247404,-0.09483837209855264,-0.20751819782201741
48,-0.04995041281598324,0.5410134395242714,-0.3445120569228812,-0.00845349572808037,0.23172454639187887,-0.21090546089028808,-0.248201127446255,-0.056498223518230195,-0.0802962495148366
49,0.13584064766498968,0.40961236949793883,-0.7526630765938275,0.5670077563675576,-0.20117615218763693,0.08692063683619546,0.12112298368125869,-0.32628762637121717,-0.11152753097263354
50,1.2696676265398272,0.6546490183092722,-0.020758703338096606,0.8148230568498153,-0.3158648803936141,-0.07919151268340222,0.0830264857415938,0.11658708996726175,-0.10308682413835038
51,0.7933794531951536,0.44554884832922487,0.4832923388420823,0.006446060330234357,0.4138715538421412,-0.17007021724888202,0.07875681114964574,-0.040725556342639586,-0.4073562134538754
52,0.7170425453090423,0.704207486375014,0.30325079959153156,-0.19806350475875356,0.18579910508169514,0.03355845247349832,0.02659740345721788,-0.23670387320640665,-0.4810184642545101
53,0.9742779806372966,0.8306202131256031,0.18734583389960602,-0.25094866809341576,0.09216081234964393,-0.13877241780468097,-0.13584006798841572,0.13669782575069922,-0.31439349730473043
54,1.0825180974374242,0.866242227479607,0.20500450959989444,0.05794027405785582,0.04194909596263966,-0.11809825098640887,-0.032597948176986295,0.07361520626362854,-0.36986648180911863
55,-1.2486332297981377,-0.0975090053445319,0.13745478080250462,-0.033513552871534034,-0.058949553755068745,0.25450344408270137,-0.03191506863862783,0.17312475921301382,-0.2239512378732744
56,0.6719160724684933,0.2720452508790456,0.12268913043656286,0.5889726908077185,0.23707809591115384,0.2340705037917216,-0.1595124748769105,0.12962187203454945,-0.1796965295118338
57,-1.2508597431792527,-0.272190827845817,0.08452979835858061,0.15402342023231558,0.3018524867831088,-0.18158864790656118,0.34263810075978124,0.1888734171251355,-0.17204010650559634
58,-1.1702723002383166,-0.11423763908291344,0.077180151275669,-0.20960487651980209,-0.31616267698339273,-0.011694054424921012,-0.013763743660197433,0.13504079607830088,-0.09402766938466503
59,-1.169903625361214,-0.2228504109714981,0.0770821957768901,-0.11286245375716673,-0.18907525081247156,0.03893843417314596,0.09877615129574492,-0.016601422172784045,-0.08020288166273788
60,-1.2698073242964516,0.0050259951726208075,0.16222236065669868,-0.08779142601115228,-0.21122414391473163,-0.005722742922956334,0.06362948818054541,0.03352941534272557,-0.1034523939661282
61,0.24921856103447826,0.7218531108506525,-0.7477881833161552,0.5803183633176692,-0.16943366872663074,0.11745927709863063,0.406788730686549,-0.1788238158472814,0.05952214657610612
62,0.9202976503883445,0.8432894645249244,-0.008091057824638282,0.13564761701512812,0.10310545943514203,-0.07971523979371574,0.11914520370403478,0.014614155690465815,-0.10194928776064081
63,1.0025110424823487,0.7318806618345749,0.31585016311633923,0.04550681678351893,0.12239273360350315,-0.10685073001098791,0.022942736865027055,-0.03424836573267962,-0.11563900600719054
64,-1.2421832449543206,-0.02203197973658199,0.14128877150761374,-0.11375236551182075,-0.2343347191149716,-0.006955480769014159,0.03709511556670934,0.0321437604636871,-0.019104562480354706
65,-0.5859903954565313,0.42732574209618635,-0.4605984037198162,0.019183045251388857,0.11516385043606185,-0.1499128356826866,-0.10439180308105205,-0.19902469459289251,-0.10361754934945669
66,-0.4681063663191594,0.7538648716461153,-0.3945437365543201,0.20122937270575664,0.3583039664532532,0.48415997979478353,-0.16670935672925108,-0.05791850720448358,0.015378026675079731
